guideline_id,topic,text
G00149,diabetes,"Demo evidence record 149. Diabetes management after discharge commonly includes review of medications, monitoring plans, and follow-up arrangements. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G00150,COPD,Demo evidence record 150. COPD with recent acute-care utilization may indicate need for structured follow-up under local protocols. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00151,readmission risk,"Demo evidence record 151. Readmission-risk models should support, not replace, clinical judgment and should be monitored for calibration and drift. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G00152,AI safety,Demo evidence record 152. AI-generated clinical summaries should be grounded in source data and reviewed for unsupported claims. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00153,post-discharge follow-up,Demo evidence record 153. Recent hospitalization and repeated acute-care use are important signals for care-coordination follow-up. Context: payer analytics. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00154,medication reconciliation,Demo evidence record 154. Medication reconciliation after transitions of care can help identify discrepancies. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00155,heart failure,Demo evidence record 155. Patients with heart failure and recurrent utilization may warrant closer post-discharge monitoring. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00156,chronic kidney disease,Demo evidence record 156. Kidney-function abnormalities should be interpreted with full clinical context and longitudinal laboratory history. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00157,diabetes,"Demo evidence record 157. Diabetes management after discharge commonly includes review of medications, monitoring plans, and follow-up arrangements. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G00158,COPD,Demo evidence record 158. COPD with recent acute-care utilization may indicate need for structured follow-up under local protocols. Context: payer analytics. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00159,readmission risk,"Demo evidence record 159. Readmission-risk models should support, not replace, clinical judgment and should be monitored for calibration and drift. Context: population health. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only."
G00160,AI safety,Demo evidence record 160. AI-generated clinical summaries should be grounded in source data and reviewed for unsupported claims. Context: clinical operations. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00161,post-discharge follow-up,Demo evidence record 161. Recent hospitalization and repeated acute-care use are important signals for care-coordination follow-up. Context: care management. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
G00162,medication reconciliation,Demo evidence record 162. Medication reconciliation after transitions of care can help identify discrepancies. Context: hospital discharge. Use approved local policy and qualified clinical judgment. Synthetic portfolio evidence only.
